extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222200,131.010000,0.000000,0.000000,0.000000,-1285802.754993
launch_clear,7.572346,0.540000,349.270324,28.750399,209.997237,24.117396,3.250880,18.522938,7.572346,14.950780,1012.340633,31.222184,131.010022,-1.765103,2.081644,2.729255,-1285802.936832
max_speed,54.212953,2.560000,65.440626,4.577670,1787.437191,9.446811,0.488244,54.212953,73.928906,14.519462,1004.400070,31.221892,131.010439,-34.122103,41.857234,54.003255,-1285805.310516
max_dynamic_pressure,1787.562757,2.540000,78.376563,4.394658,1787.562757,9.410810,0.570117,54.212754,73.122251,14.524705,1004.496295,31.221897,131.010433,-33.649744,41.264606,53.245454,-1285805.282967
max_acceleration,342.960742,14.940000,0.000000,342.960742,223.831710,24.620307,1.528365,19.117187,0.861727,14.994399,1013.146481,31.219844,131.013366,-261.185096,320.693774,413.599687,-1285822.186698
max_qbar_atan_aoa,994499.213969,2.780000,35.003127,5.115163,1771.082741,9.800381,0.537717,53.987072,82.676819,14.462601,1003.357024,31.221845,131.010509,-39.388096,48.471068,62.456988,-1285805.613476
max_altitude,163.897154,6.840000,0.000000,1.574038,804.082739,13.811027,0.401161,36.518974,163.897154,13.934668,993.714633,31.220947,131.011820,-138.936783,173.443854,222.230954,-1285811.382618
final_point,0.141085,15.000000,0.000000,113.748903,31.592072,54.049412,9.470205,7.181864,0.141085,14.999083,1013.233051,31.219843,131.013367,-261.286104,320.777116,413.728098,-1285822.218410
parachute_deploy,1.000000,10.880000,0.000000,18.121362,745.082209,14.384139,0.281297,35.028500,89.814991,14.416203,1002.506564,31.220115,131.013024,-231.216209,288.107703,369.416846,-1285817.448767
max_thrust,855.293775,0.070000,855.293775,81.423523,2.854984,76.565715,5.223066,2.159286,3.032034,14.980292,1012.885802,31.222200,131.010000,-0.012950,0.015268,0.020020,-1285802.756329
