extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222200,131.010000,0.000000,0.000000,0.000000,-1285802.754993
launch_clear,7.572346,0.540000,349.270324,28.747342,223.771577,25.837273,5.864381,19.120777,7.572346,14.950780,1012.340633,31.222184,131.010022,-1.765104,2.081644,2.729255,-1285802.936833
max_speed,55.626411,2.620000,61.635938,7.223146,1881.638023,9.195603,0.298794,55.626411,75.142174,14.511576,1004.255356,31.221862,131.010463,-37.487603,44.105786,57.884779,-1285806.680167
max_dynamic_pressure,1881.638023,2.620000,61.635938,7.223146,1881.638023,9.195603,0.298794,55.626411,75.142174,14.511576,1004.255356,31.221862,131.010463,-37.487603,44.105786,57.884779,-1285806.680167
max_acceleration,342.919525,14.500000,0.000000,342.919525,242.298882,24.369402,1.064069,19.890231,0.907591,14.994101,1013.140972,31.219765,131.013312,-270.000489,315.534204,415.288635,-1285832.342897
max_qbar_atan_aoa,996555.511426,2.380000,75.332816,4.424480,1859.703709,9.352659,1.398629,55.276192,65.718554,14.572829,1005.379820,31.221917,131.010388,-31.394934,36.947377,48.484581,-1285806.036204
max_altitude,156.637007,6.690000,0.000000,1.925918,967.300580,12.668281,0.004354,40.040273,156.637007,13.981859,994.573484,31.220886,131.011794,-145.724181,170.903389,224.597216,-1285818.351015
final_point,0.162676,14.560000,0.000000,125.615862,31.681415,51.524128,5.653917,7.192020,0.162676,14.998943,1013.230457,31.219764,131.013312,-270.058448,315.599370,415.375831,-1285832.350787
parachute_deploy,1.000000,10.730000,0.000000,19.394890,780.941167,14.109134,0.678811,35.849403,82.792289,14.461850,1003.343262,31.219993,131.013005,-244.749369,286.319761,376.673817,-1285829.395537
max_thrust,855.293775,0.070000,855.293775,81.423523,2.854984,76.565715,5.223066,2.159286,3.032034,14.980292,1012.885802,31.222200,131.010000,-0.012950,0.015268,0.020020,-1285802.756329
