extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.861658,0.540000,349.270324,29.036148,342.287561,42.829971,27.231590,23.648558,7.861658,14.948899,1012.305902,31.222207,131.010410,-0.983672,1.737217,1.996380,-1285778.882846
max_speed,65.885787,11.670000,0.000000,7.700243,2658.531705,7.884830,0.272028,65.885787,1.228198,14.992017,1013.102460,31.219597,131.013229,-290.417654,270.284925,396.734633,-1285852.031160
max_dynamic_pressure,2658.531705,11.670000,0.000000,7.700243,2658.531705,7.884830,0.272028,65.885787,1.228198,14.992017,1013.102460,31.219597,131.013229,-290.417654,270.284925,396.734633,-1285852.031160
max_acceleration,80.936542,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
max_qbar_atan_aoa,1775157.566956,2.080000,94.356255,4.026288,2134.481596,14.515161,7.383584,59.186585,54.261414,14.647301,1006.748304,31.222027,131.010651,-20.976009,24.678642,32.388725,-1285781.321534
max_altitude,139.376924,6.250000,0.000000,8.212054,1762.910293,10.500393,1.445751,54.009531,139.376924,14.094050,996.617707,31.220906,131.011826,-145.195570,136.611056,199.360456,-1285814.681546
final_point,1.228198,11.670000,0.000000,7.700243,2658.531705,7.884830,0.272028,65.885787,1.228198,14.992017,1013.102460,31.219597,131.013229,-290.417654,270.284925,396.734633,-1285852.031160
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
