extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.861649,0.540000,349.270324,28.907768,215.695618,49.285032,28.177405,18.772831,7.861649,14.948899,1012.305903,31.222207,131.010410,-0.983684,1.737232,1.996399,-1285778.882847
max_speed,63.466693,13.880000,0.000000,12.469437,2466.869361,7.753213,0.318715,63.466693,1.323267,14.991399,1013.091041,31.219906,131.011345,-256.094755,90.848922,271.731946,-1285931.066811
max_dynamic_pressure,2466.869361,13.880000,0.000000,12.469437,2466.869361,7.753213,0.318715,63.466693,1.323267,14.991399,1013.091041,31.219906,131.011345,-256.094755,90.848922,271.731946,-1285931.066811
max_acceleration,80.936542,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
max_qbar_atan_aoa,1429504.270109,2.310000,138.490628,7.500829,1645.439964,15.162848,6.071567,52.004066,69.552162,14.547911,1004.922255,31.222033,131.010573,-20.235006,17.248436,26.588805,-1285785.142564
max_altitude,198.292929,7.450000,0.000000,2.923224,447.599094,20.296452,2.246677,27.291836,198.292929,13.711096,989.653887,31.221053,131.010899,-128.904123,48.285577,137.651002,-1285854.079533
final_point,1.323267,13.880000,0.000000,12.469437,2466.869361,7.753213,0.318715,63.466693,1.323267,14.991399,1013.091041,31.219906,131.011345,-256.094755,90.848922,271.731946,-1285931.066811
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
