extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.861653,0.540000,349.270324,29.014359,279.015047,8.618272,28.364940,21.351231,7.861653,14.948899,1012.305903,31.222207,131.010410,-0.983702,1.737212,1.996391,-1285778.882873
max_speed,64.578188,12.600000,0.000000,10.668129,2554.100771,8.353922,0.571540,64.578188,1.037551,14.993256,1013.125361,31.222348,131.014244,14.683021,366.988558,367.281915,-1285549.181914
max_dynamic_pressure,2554.100771,12.600000,0.000000,10.668129,2554.100771,8.353922,0.571540,64.578188,1.037551,14.993256,1013.125361,31.222348,131.014244,14.683021,366.988558,367.281915,-1285549.181914
max_acceleration,80.936542,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
max_qbar_atan_aoa,1698838.947273,2.720000,47.939064,4.106675,2098.256495,14.130938,5.504677,58.761368,82.306046,14.465011,1003.401215,31.222173,131.010894,-4.727295,47.847585,48.080555,-1285754.482658
max_altitude,162.739172,6.740000,0.000000,7.734218,1192.664938,12.387759,0.976241,44.473694,162.739172,13.942195,993.851578,31.222274,131.012335,6.454782,185.125422,185.237861,-1285663.890135
final_point,1.037551,12.600000,0.000000,10.668129,2554.100771,8.353922,0.571540,64.578188,1.037551,14.993256,1013.125361,31.222348,131.014244,14.683021,366.988558,367.281915,-1285549.181914
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
