extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.861647,0.540000,349.270324,28.825252,189.486658,37.778993,27.409730,17.595371,7.861647,14.948899,1012.305904,31.222207,131.010410,-0.983694,1.737229,1.996402,-1285778.882856
max_speed,63.062718,14.650000,0.000000,42.051681,2435.510937,10.666191,7.007608,63.062718,1.555760,14.989888,1013.063114,31.221542,131.011745,-74.680469,128.908193,148.978564,-1285762.552306
max_dynamic_pressure,2435.510937,14.650000,0.000000,42.051681,2435.510937,10.666191,7.007608,63.062718,1.555760,14.989888,1013.063114,31.221542,131.011745,-74.680469,128.908193,148.978564,-1285762.552306
max_acceleration,80.936542,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
max_qbar_atan_aoa,1630349.762774,14.230000,0.000000,11.684647,2164.597849,13.145616,9.924652,59.525499,27.296594,14.822572,1009.975039,31.221563,131.011705,-72.391716,125.086833,144.524683,-1285762.983116
max_altitude,220.168546,7.850000,0.000000,15.069942,32.478194,57.863221,32.289844,7.359397,220.168546,13.568904,987.078263,31.221876,131.011087,-37.725413,66.262039,76.248805,-1285770.071682
final_point,1.555760,14.650000,0.000000,42.051681,2435.510937,10.666191,7.007608,63.062718,1.555760,14.989888,1013.063114,31.221542,131.011745,-74.680469,128.908193,148.978564,-1285762.552306
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
