extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.861649,0.540000,349.270324,28.905676,215.714666,16.439710,28.182845,18.773660,7.861649,14.948899,1012.305903,31.222207,131.010410,-0.983701,1.737222,1.996399,-1285778.882867
max_speed,63.496689,13.890000,0.000000,12.439519,2469.260809,8.392695,0.329594,63.496689,1.074093,14.993018,1013.120971,31.222656,131.013207,48.819273,268.208996,272.615211,-1285580.438119
max_dynamic_pressure,2469.260809,13.890000,0.000000,12.439519,2469.260809,8.392695,0.329594,63.496689,1.074093,14.993018,1013.120971,31.222656,131.013207,48.819273,268.208996,272.615211,-1285580.438119
max_acceleration,80.936542,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
max_qbar_atan_aoa,1313338.317766,2.890000,45.656250,6.206095,1615.130065,14.192094,4.974600,51.588492,96.020679,14.375866,1001.767676,31.222199,131.010797,-1.833362,38.557609,38.601175,-1285757.677946
max_altitude,198.431168,7.460000,0.000000,2.911554,444.820486,16.281015,2.247955,27.207174,198.431168,13.710197,989.637594,31.222426,131.011829,23.333340,136.878939,138.853330,-1285678.994841
final_point,1.074093,13.890000,0.000000,12.439519,2469.260809,8.392695,0.329594,63.496689,1.074093,14.993018,1013.120971,31.222656,131.013207,48.819273,268.208996,272.615211,-1285580.438119
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
