extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.861658,0.540000,349.270324,29.033410,342.306779,20.245225,27.235271,23.649222,7.861658,14.948899,1012.305902,31.222207,131.010410,-0.983694,1.737204,1.996380,-1285778.882871
max_speed,65.924436,11.680000,0.000000,7.660803,2661.736381,7.661966,0.293734,65.924436,0.896694,14.994171,1013.142281,31.221417,131.014464,-88.546578,387.959720,397.937817,-1285619.740984
max_dynamic_pressure,2661.736381,11.680000,0.000000,7.660803,2661.736381,7.661966,0.293734,65.924436,0.896694,14.994171,1013.142281,31.221417,131.014464,-88.546578,387.959720,397.937817,-1285619.740984
max_acceleration,80.936542,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
max_qbar_atan_aoa,1770621.296416,2.590000,64.679686,2.281210,2469.588524,12.513490,5.724106,63.720352,72.884950,14.526248,1004.524604,31.222084,131.010909,-14.681983,49.274427,51.415301,-1285761.639427
max_altitude,139.441408,6.250000,0.000000,8.250497,1761.554238,8.547588,1.434079,53.988922,139.441408,14.093631,996.610063,31.221812,131.012438,-44.814746,194.904496,199.990714,-1285699.307808
final_point,0.896694,11.680000,0.000000,7.660803,2661.736381,7.661966,0.293734,65.924436,0.896694,14.994171,1013.142281,31.221417,131.014464,-88.546578,387.959720,397.937817,-1285619.740984
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
