extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.861660,0.540000,349.270324,28.995303,368.514917,32.856503,26.525614,24.537858,7.861660,14.948899,1012.305902,31.222207,131.010410,-0.983681,1.737206,1.996374,-1285778.882860
max_speed,66.488519,11.360000,0.000000,6.793895,2707.414752,7.708522,0.029350,66.488519,1.153885,14.992500,1013.111387,31.220399,131.014064,-201.457429,349.883847,403.740193,-1285733.179488
max_dynamic_pressure,2707.414752,11.360000,0.000000,6.793895,2707.414752,7.708522,0.029350,66.488519,1.153885,14.992500,1013.111387,31.220399,131.014064,-201.457429,349.883847,403.740193,-1285733.179488
max_acceleration,1102.592283,11.370000,0.000000,1102.592283,2598.175486,7.866722,0.002390,65.131839,0.666311,14.995669,1013.169956,31.220397,131.014067,-201.634795,350.189176,404.093303,-1285733.140696
max_qbar_atan_aoa,1447082.579460,2.550000,85.224998,3.283844,2604.880719,9.695782,5.732086,65.433309,69.968133,14.545207,1004.872617,31.221982,131.010869,-25.921148,45.408536,52.286194,-1285772.975337
max_altitude,131.934053,6.080000,0.000000,7.623433,1965.621591,9.127292,1.681271,57.009814,131.934053,14.142429,997.500263,31.221308,131.012236,-100.710400,175.663265,202.485709,-1285755.695297
final_point,0.666311,11.370000,0.000000,1102.592283,2598.175486,7.866722,0.002390,65.131839,0.666311,14.995669,1013.169956,31.220397,131.014067,-201.634795,350.189176,404.093303,-1285733.140696
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,80.936542,2.789410,76.689691,3.861261,2.134345,3.034161,14.980278,1012.885547,31.222216,131.010392,-0.007219,0.012743,0.014646,-1285779.122801
