extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.830877,0.520000,372.098451,33.371679,240.645631,24.831230,4.679397,19.828847,7.830877,14.949099,1012.309597,31.222206,131.010412,-1.079524,1.903858,2.188618,-1285778.860860
max_speed,68.610149,14.960000,0.000000,7.438077,2882.854007,7.473236,0.031002,68.610149,1.526861,14.990075,1013.066585,31.220533,131.013793,-186.545741,324.061812,373.921425,-1285736.531475
max_dynamic_pressure,2882.854007,14.960000,0.000000,7.438077,2882.854007,7.473236,0.031002,68.610149,1.526861,14.990075,1013.066585,31.220533,131.013793,-186.545741,324.061812,373.921425,-1285736.531475
max_acceleration,87.072101,0.070000,855.293775,87.072101,3.273554,75.628329,4.028175,2.312162,3.036552,14.980262,1012.885259,31.222216,131.010392,-0.008611,0.015178,0.017451,-1285779.122473
max_qbar_atan_aoa,1234394.539054,14.960000,0.000000,7.438077,2882.854007,7.473236,0.031002,68.610149,1.526861,14.990075,1013.066585,31.220533,131.013793,-186.545741,324.061812,373.921425,-1285736.531475
max_altitude,232.879648,7.970000,0.000000,0.601609,442.161825,18.328581,0.274497,27.170853,232.879648,13.486282,985.584158,31.221354,131.012148,-95.575355,167.318517,192.692472,-1285756.525510
final_point,1.526861,14.960000,0.000000,7.438077,2882.854007,7.473236,0.031002,68.610149,1.526861,14.990075,1013.066585,31.220533,131.013793,-186.545741,324.061812,373.921425,-1285736.531475
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,87.072101,3.273554,75.628329,4.028175,2.312162,3.036552,14.980262,1012.885259,31.222216,131.010392,-0.008611,0.015178,0.017451,-1285779.122473
